      mouse_id                               name    date  is_recording      arena                                                                          video_file_path                                                                                      ai_file_path                                                                                   csv_file_path                                                                                                                                                                           ephys_ap_data_path                                                                                                                                                                            ephys_ap_meta_path
10  AAA1110750     FC_210722_AAA1110750_openarena  210722             1  openarena     W:\swc\branco\Federico\Locomotion\raw\video\FC_210722_AAA1110750_openarena_video.avi     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210722_AAA1110750_openarena_analog.bin     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210722_AAA1110750_openarena_data.csv  W:\swc\branco\Federico\Locomotion\raw\recordings\210722_750_longcol_intref_openarena_g0\210722_750_longcol_intref_openarena_g0_imec0\210722_750_longcol_intref_openarena_g0_t0.imec0.ap.bin  W:\swc\branco\Federico\Locomotion\raw\recordings\210722_750_longcol_intref_openarena_g0\210722_750_longcol_intref_openarena_g0_imec0\210722_750_longcol_intref_openarena_g0_t0.imec0.ap.meta
11  BAA1110279       FC_210915_BAA1110279_hairpin  210915             1    hairpin       W:\swc\branco\Federico\Locomotion\raw\video\FC_210915_BAA1110279_hairpin_video.avi       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210915_BAA1110279_hairpin_analog.bin       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210915_BAA1110279_hairpin_data.csv                       W:\swc\branco\Federico\Locomotion\raw\recordings\210915_279_b0_intref_hairpin_g0\210915_279_b0_intref_hairpin_g0_imec0\210915_279_b0_intref_hairpin_g0_t0.imec0.ap.bin                       W:\swc\branco\Federico\Locomotion\raw\recordings\210915_279_b0_intref_hairpin_g0\210915_279_b0_intref_hairpin_g0_imec0\210915_279_b0_intref_hairpin_g0_t0.imec0.ap.meta
12  BAA1110279       FC_210917_BAA1110279_hairpin  210917             1    hairpin       W:\swc\branco\Federico\Locomotion\raw\video\FC_210917_BAA1110279_hairpin_video.avi       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210917_BAA1110279_hairpin_analog.bin       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210917_BAA1110279_hairpin_data.csv                       W:\swc\branco\Federico\Locomotion\raw\recordings\210917_279_b0_intref_hairpin_g0\210917_279_b0_intref_hairpin_g0_imec0\210917_279_b0_intref_hairpin_g0_t0.imec0.ap.bin                       W:\swc\branco\Federico\Locomotion\raw\recordings\210917_279_b0_intref_hairpin_g0\210917_279_b0_intref_hairpin_g0_imec0\210917_279_b0_intref_hairpin_g0_t0.imec0.ap.meta
13  BAA1110281     FC_210818_BAA1110281_openarena  210818             1  openarena     W:\swc\branco\Federico\Locomotion\raw\video\FC_210818_BAA1110281_openarena_video.avi     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210818_BAA1110281_openarena_analog.bin     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210818_BAA1110281_openarena_data.csv  W:\swc\branco\Federico\Locomotion\raw\recordings\210818_281_longcol_intref_openarena_g0\210818_281_longcol_intref_openarena_g0_imec0\210818_281_longcol_intref_openarena_g0_t0.imec0.ap.bin  W:\swc\branco\Federico\Locomotion\raw\recordings\210818_281_longcol_intref_openarena_g0\210818_281_longcol_intref_openarena_g0_imec0\210818_281_longcol_intref_openarena_g0_t0.imec0.ap.meta
14  BAA1110281       FC_210820_BAA1110281_hairpin  210820             1    hairpin       W:\swc\branco\Federico\Locomotion\raw\video\FC_210820_BAA1110281_hairpin_video.avi       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210820_BAA1110281_hairpin_analog.bin       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210820_BAA1110281_hairpin_data.csv        W:\swc\branco\Federico\Locomotion\raw\recordings\210820_281_longcol_intref_hairpin_g0\210820_281_longcol_intref_hairpin_g0_imec0\210820_281_longcol_intref_hairpin_g0_t0.imec0.ap.bin        W:\swc\branco\Federico\Locomotion\raw\recordings\210820_281_longcol_intref_hairpin_g0\210820_281_longcol_intref_hairpin_g0_imec0\210820_281_longcol_intref_hairpin_g0_t0.imec0.ap.meta
15  BAA1110281     FC_210820_BAA1110281_openarena  210820             1  openarena     W:\swc\branco\Federico\Locomotion\raw\video\FC_210820_BAA1110281_openarena_video.avi     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210820_BAA1110281_openarena_analog.bin     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210820_BAA1110281_openarena_data.csv  W:\swc\branco\Federico\Locomotion\raw\recordings\210820_281_longcol_intref_openarena_g0\210820_281_longcol_intref_openarena_g0_imec0\210820_281_longcol_intref_openarena_g0_t0.imec0.ap.bin  W:\swc\branco\Federico\Locomotion\raw\recordings\210820_281_longcol_intref_openarena_g0\210820_281_longcol_intref_openarena_g0_imec0\210820_281_longcol_intref_openarena_g0_t0.imec0.ap.meta
16  BAA1110281       FC_210821_BAA1110281_hairpin  210821             1    hairpin       W:\swc\branco\Federico\Locomotion\raw\video\FC_210821_BAA1110281_hairpin_video.avi       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210821_BAA1110281_hairpin_analog.bin       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210821_BAA1110281_hairpin_data.csv        W:\swc\branco\Federico\Locomotion\raw\recordings\210821_281_longcol_intref_hairpin_g0\210821_281_longcol_intref_hairpin_g0_imec0\210821_281_longcol_intref_hairpin_g0_t0.imec0.ap.bin        W:\swc\branco\Federico\Locomotion\raw\recordings\210821_281_longcol_intref_hairpin_g0\210821_281_longcol_intref_hairpin_g0_imec0\210821_281_longcol_intref_hairpin_g0_t0.imec0.ap.meta
17  BAA1110281       FC_210829_BAA1110281_hairpin  210829             1    hairpin       W:\swc\branco\Federico\Locomotion\raw\video\FC_210829_BAA1110281_hairpin_video.avi       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210829_BAA1110281_hairpin_analog.bin       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210829_BAA1110281_hairpin_data.csv        W:\swc\branco\Federico\Locomotion\raw\recordings\210829_281_longcol_intref_hairpin_g0\210829_281_longcol_intref_hairpin_g0_imec0\210829_281_longcol_intref_hairpin_g0_t0.imec0.ap.bin        W:\swc\branco\Federico\Locomotion\raw\recordings\210829_281_longcol_intref_hairpin_g0\210829_281_longcol_intref_hairpin_g0_imec0\210829_281_longcol_intref_hairpin_g0_t0.imec0.ap.meta
18  BAA1110281     FC_210829_BAA1110281_openarena  210829             1  openarena     W:\swc\branco\Federico\Locomotion\raw\video\FC_210829_BAA1110281_openarena_video.avi     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210829_BAA1110281_openarena_analog.bin     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210829_BAA1110281_openarena_data.csv  W:\swc\branco\Federico\Locomotion\raw\recordings\210829_281_longcol_intref_openarena_g0\210829_281_longcol_intref_openarena_g0_imec0\210829_281_longcol_intref_openarena_g0_t0.imec0.ap.bin  W:\swc\branco\Federico\Locomotion\raw\recordings\210829_281_longcol_intref_openarena_g0\210829_281_longcol_intref_openarena_g0_imec0\210829_281_longcol_intref_openarena_g0_t0.imec0.ap.meta
19  BAA1110281       FC_210830_BAA1110281_hairpin  210830             1    hairpin       W:\swc\branco\Federico\Locomotion\raw\video\FC_210830_BAA1110281_hairpin_video.avi       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210830_BAA1110281_hairpin_analog.bin       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210830_BAA1110281_hairpin_data.csv        W:\swc\branco\Federico\Locomotion\raw\recordings\210830_281_longcol_intref_hairpin_g0\210830_281_longcol_intref_hairpin_g0_imec0\210830_281_longcol_intref_hairpin_g0_t0.imec0.ap.bin        W:\swc\branco\Federico\Locomotion\raw\recordings\210830_281_longcol_intref_hairpin_g0\210830_281_longcol_intref_hairpin_g0_imec0\210830_281_longcol_intref_hairpin_g0_t0.imec0.ap.meta
20  BAA1110281     FC_210830_BAA1110281_openarena  210830             1  openarena     W:\swc\branco\Federico\Locomotion\raw\video\FC_210830_BAA1110281_openarena_video.avi     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210830_BAA1110281_openarena_analog.bin     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210830_BAA1110281_openarena_data.csv  W:\swc\branco\Federico\Locomotion\raw\recordings\210830_281_longcol_intref_openarena_g0\210830_281_longcol_intref_openarena_g0_imec0\210830_281_longcol_intref_openarena_g0_t0.imec0.ap.bin  W:\swc\branco\Federico\Locomotion\raw\recordings\210830_281_longcol_intref_openarena_g0\210830_281_longcol_intref_openarena_g0_imec0\210830_281_longcol_intref_openarena_g0_t0.imec0.ap.meta
21  BAA1110281       FC_210831_BAA1110281_hairpin  210831             1    hairpin       W:\swc\branco\Federico\Locomotion\raw\video\FC_210831_BAA1110281_hairpin_video.avi       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210831_BAA1110281_hairpin_analog.bin       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210831_BAA1110281_hairpin_data.csv        W:\swc\branco\Federico\Locomotion\raw\recordings\210831_281_longcol_intref_hairpin_g0\210831_281_longcol_intref_hairpin_g0_imec0\210831_281_longcol_intref_hairpin_g0_t0.imec0.ap.bin        W:\swc\branco\Federico\Locomotion\raw\recordings\210831_281_longcol_intref_hairpin_g0\210831_281_longcol_intref_hairpin_g0_imec0\210831_281_longcol_intref_hairpin_g0_t0.imec0.ap.meta
22  BAA1110281     FC_210831_BAA1110281_openarena  210831             1  openarena     W:\swc\branco\Federico\Locomotion\raw\video\FC_210831_BAA1110281_openarena_video.avi     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210831_BAA1110281_openarena_analog.bin     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210831_BAA1110281_openarena_data.csv  W:\swc\branco\Federico\Locomotion\raw\recordings\210831_281_longcol_intref_openarena_g0\210831_281_longcol_intref_openarena_g0_imec0\210831_281_longcol_intref_openarena_g0_t0.imec0.ap.bin  W:\swc\branco\Federico\Locomotion\raw\recordings\210831_281_longcol_intref_openarena_g0\210831_281_longcol_intref_openarena_g0_imec0\210831_281_longcol_intref_openarena_g0_t0.imec0.ap.meta
23  BAA1110281       FC_210901_BAA1110281_hairpin  210901             1    hairpin       W:\swc\branco\Federico\Locomotion\raw\video\FC_210901_BAA1110281_hairpin_video.avi       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210901_BAA1110281_hairpin_analog.bin       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210901_BAA1110281_hairpin_data.csv        W:\swc\branco\Federico\Locomotion\raw\recordings\210901_281_longcol_intref_hairpin_g0\210901_281_longcol_intref_hairpin_g0_imec0\210901_281_longcol_intref_hairpin_g0_t0.imec0.ap.bin        W:\swc\branco\Federico\Locomotion\raw\recordings\210901_281_longcol_intref_hairpin_g0\210901_281_longcol_intref_hairpin_g0_imec0\210901_281_longcol_intref_hairpin_g0_t0.imec0.ap.meta
24  BAA1110281     FC_210901_BAA1110281_openarena  210901             1  openarena     W:\swc\branco\Federico\Locomotion\raw\video\FC_210901_BAA1110281_openarena_video.avi     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210901_BAA1110281_openarena_analog.bin     W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210901_BAA1110281_openarena_data.csv  W:\swc\branco\Federico\Locomotion\raw\recordings\210901_281_longcol_intref_openarena_g0\210901_281_longcol_intref_openarena_g0_imec0\210901_281_longcol_intref_openarena_g0_t0.imec0.ap.bin  W:\swc\branco\Federico\Locomotion\raw\recordings\210901_281_longcol_intref_openarena_g0\210901_281_longcol_intref_openarena_g0_imec0\210901_281_longcol_intref_openarena_g0_t0.imec0.ap.meta
25  BAA1110281       FC_210906_BAA1110281_hairpin  210906             1    hairpin       W:\swc\branco\Federico\Locomotion\raw\video\FC_210906_BAA1110281_hairpin_video.avi       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210906_BAA1110281_hairpin_analog.bin       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210906_BAA1110281_hairpin_data.csv                       W:\swc\branco\Federico\Locomotion\raw\recordings\210906_281_b0_intref_hairpin_g0\210906_281_b0_intref_hairpin_g0_imec0\210906_281_b0_intref_hairpin_g0_t0.imec0.ap.bin                       W:\swc\branco\Federico\Locomotion\raw\recordings\210906_281_b0_intref_hairpin_g0\210906_281_b0_intref_hairpin_g0_imec0\210906_281_b0_intref_hairpin_g0_t0.imec0.ap.meta
26  BAA1110281       FC_210915_BAA1110281_hairpin  210915             1    hairpin       W:\swc\branco\Federico\Locomotion\raw\video\FC_210915_BAA1110281_hairpin_video.avi       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210915_BAA1110281_hairpin_analog.bin       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210915_BAA1110281_hairpin_data.csv        W:\swc\branco\Federico\Locomotion\raw\recordings\210915_281_longcol_intref_hairpin_g0\210915_281_longcol_intref_hairpin_g0_imec0\210915_281_longcol_intref_hairpin_g0_t0.imec0.ap.bin        W:\swc\branco\Federico\Locomotion\raw\recordings\210915_281_longcol_intref_hairpin_g0\210915_281_longcol_intref_hairpin_g0_imec0\210915_281_longcol_intref_hairpin_g0_t0.imec0.ap.meta
27  BAA1110281       FC_210917_BAA1110281_hairpin  210917             1    hairpin       W:\swc\branco\Federico\Locomotion\raw\video\FC_210917_BAA1110281_hairpin_video.avi       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210917_BAA1110281_hairpin_analog.bin       W:\swc\branco\Federico\Locomotion\raw\analog_inputs\FC_210917_BAA1110281_hairpin_data.csv                       W:\swc\branco\Federico\Locomotion\raw\recordings\210917_281_b0_intref_hairpin_g0\210917_281_b0_intref_hairpin_g0_imec0\210917_281_b0_intref_hairpin_g0_t0.imec0.ap.bin                       W:\swc\branco\Federico\Locomotion\raw\recordings\210917_281_b0_intref_hairpin_g0\210917_281_b0_intref_hairpin_g0_imec0\210917_281_b0_intref_hairpin_g0_t0.imec0.ap.meta
